ticker,name,sector,price,pe_ratio,dividend_yield,eps,week52_low,week52_high,market_cap,ebitda,ps_ratio,pb_ratio,market_cap_bn,ebitda_bn,ev_ebitda_proxy,price_range_pct,market_cap_tier,loaded_at,acquired,deal_year,deal_value_bn,acquirer,deal_status,pe_ratio_sector_pct,pb_ratio_sector_pct,ps_ratio_sector_pct,ev_ebitda_proxy_sector_pct,market_cap_sector_pct,dividend_yield_sector_pct,pe_ratio_zscore,pb_ratio_zscore,ps_ratio_zscore,ev_ebitda_proxy_zscore,cheap_count,log_market_cap,log_ebitda,cheap_and_midcap,cash_cow_flag,near_52w_low,near_52w_high,profitable,low_pb_small_size,sector_Consumer Discretionary,sector_Consumer Staples,sector_Energy,sector_Financials,sector_Health Care,sector_Industrials,sector_Information Technology,sector_Materials,sector_Real Estate,sector_Telecommunication Services,sector_Utilities,tier_Large-cap,tier_Mega-cap,tier_Mid-cap
CNP,CenterPoint Energy,Utilities,25.85,19.73,4.2109256,1.0,30.45,25.51,11362043297.0,2337000000.0,1.6262617,3.21,11.362043297,2.337,4.861807144629867,93.1174089068826,Large-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,0.7857142857142857,0.9642857142857143,0.25,0.2857142857142857,0.25,0.7142857142857143,0.6742378254287587,1.0491533269293767,-0.8808821584634227,-0.32012450721510105,2,23.153544101846837,21.57213389293103,1,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False
CTL,CenturyLink Inc,Telecommunication Services,16.2,8.35,12.661196,1.16,27.61,13.161,18237196861.0,5577000000.0,1.4795984,1.39,18.237196861,5.577,3.270072953379953,78.96740258841443,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,28.0,,unlabeled,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,-1.134177706196584,-0.6321522468599462,-0.2587790095223516,-1.154625120631923,3,23.626729128971085,22.441916834533135,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CERN,Cerner,Health Care,61.22,27.09,0.0,1.84,73.86,51.2617,21101697598.0,1523440000.0,5.5560412,4.62,21.101697598,1.52344,13.85134800057764,55.93341092029046,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.8032786885245902,0.6229508196721312,0.6557377049180327,0.4262295081967213,0.39344262295081966,0.21311475409836064,0.1293622595639541,-0.17173630722060612,0.19168565338192983,0.0,1,23.772619329121017,21.144236773271246,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
CF,CF Industries Holdings Inc,Materials,37.46,-53.6096,3.0395136,-1.2,43.98,25.04,9209106695.0,711000000.0,3.0044448,2.81,9.209106695,0.711,12.952330091420537,34.42449841605067,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,63.0,,unlabeled,0.04,0.28,0.6,0.6,0.08,0.92,-4.21918303280448,-0.6623754271276809,0.08356088132664065,0.0845747456154828,2,22.94345868967564,20.382182989173984,1,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SCHW,Charles Schwab Corporation,Financials,48.9,29.82,0.76878726,1.61,56.25,37.16,69750188843.0,0.0,7.949615,4.51,69.750188843,0.0,13.333242399935546,38.50183342063908,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.9411764705882353,0.8970588235294118,0.9264705882352942,0.6323529411764706,0.8382352941176471,0.08823529411764706,1.6730770906556331,-0.08375596896866352,1.7614693771446968,0.0,0,24.96818596508508,0.0,0,0,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CHTR,Charter Communications,Consumer Discretionary,348.65,162.92,0.0,34.08,408.83,308.3,86708878113.0,14694000000.0,2.1208634,2.27,86.708878113,14.694,5.900971696815026,59.862727544016735,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.9880952380952381,0.21428571428571427,0.5952380952380952,0.15476190476190477,0.9166666666666666,0.13095238095238096,5.076180889837352,-0.32857498481668207,-0.1068598442767486,0.0,2,25.1858221158825,23.41070508421255,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
CHK,Chesapeake Energy,Energy,2.82,4.7,0.0,-6.44,6.59,2.8,2626102121.0,1470000000.0,0.4081934384,1.84,2.626102121,1.47,1.7864640278911563,99.47229551451188,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,19.75,,unlabeled,0.21875,0.3125,0.03125,0.09375,0.03125,0.0625,-0.5512217769177483,-0.529826999969255,-1.1806157369763564,-0.50813171967587,4,21.68876650087513,21.10852823841733,1,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
CVX,Chevron Corp.,Energy,112.3,27.52,3.885853,4.85,133.88,102.55,218978820159.0,28877000000.0,1.6489863,1.71,218.978820159,28.877,7.583156843127749,68.87966804979253,Mega-cap,2026-04-25T14:52:57.872278,0,2023.0,19.75,,none,0.5625,0.28125,0.21875,0.4375,0.96875,0.84375,-0.20258002919515888,-0.646196259323445,-0.7341930525588202,-0.24427103962062569,3,26.112240850487872,24.086311267493617,0,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
CMG,Chipotle Mexican Grill,Consumer Discretionary,266.01,45.86,0.0,0.8,499.0,263.0,7685283970.0,401293000.0,2.5523853,6.11,7.68528397,0.401293,19.151303336963267,98.72457627118644,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.9523809523809523,0.7142857142857143,0.6666666666666666,0.9166666666666666,0.10714285714285714,0.13095238095238096,0.7891573791612986,-0.22749947931829187,0.18770468745279112,0.0,0,22.762573164588055,19.81020239426771,0,0,0,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
CB,Chubb Limited,Financials,140.39,17.5,1.9251627,8.2,157.5,130.17,68424670566.0,0.0,2.0985637,1.35,68.424670566,0.0,13.333242399935546,62.60519575557997,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,none,0.5882352941176471,0.3235294117647059,0.35294117647058826,0.6323529411764706,0.8235294117647058,0.5,0.03990525622003517,-0.20266676950876875,-0.4832431062422954,0.0,2,24.948999277349323,0.0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CHD,Church & Dwight,Consumer Staples,47.38,24.42,1.8366054,2.92,54.1799,43.21,11838963451.0,868000000.0,3.1682448,6.28,11.838963451,0.868,13.639358814516129,61.98689140283867,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,unlabeled,0.7941176470588235,0.5147058823529411,0.7352941176470589,0.6764705882352942,0.058823529411764705,0.23529411764705882,0.3487789429188661,-0.31463673013342436,0.11738079544907491,-0.003775334099106107,0,23.194661916286087,20.5817022737767,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
CI,CIGNA Corp.,Health Care,189.27,18.11,0.020466639,7.2,227.13,141.93,47680910480.0,0.0,1.550762,3.39,47.68091048,0.0,15.288987971795937,44.43661971830985,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,none,0.4016393442622951,0.4098360655737705,0.26229508196721313,0.9754098360655737,0.6721311475409836,0.4262295081967213,-0.20392525650469764,-0.2208120836912829,-0.858050676069276,0.0,3,24.587796955179744,0.0,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
XEC,Cimarex Energy,Energy,100.19,26.37,0.30214334,-4.64,136.31,89.49,10089082025.0,1061056000.0,7.556446,4.28,10.089082025,1.061056,9.5085292623575,77.14651858180265,Large-cap,2026-04-25T14:52:57.872278,1,2021.0,17.0,Coterra merger,completed,0.53125,0.90625,0.90625,0.5625,0.15625,0.1875,-0.2201496177087863,1.6543344832940037,1.3912414973802558,-0.15662967374347975,0,23.03471968858046,20.782530476523732,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
CINF,Cincinnati Financial,Financials,70.34,27.48,2.918904,3.55,81.98,68.24,11916533018.0,0.0,2.756679,1.6,11.916533018,0.0,13.333242399935546,84.71615720524012,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.9264705882352942,0.5073529411764706,0.4852941176470588,0.6323529411764706,0.19117647058823528,0.8676470588235294,1.3628804922319888,-0.19325926946603889,-0.23076204708323872,0.0,1,23.201192602166618,0.0,0,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CTAS,Cintas Corporation,Industrials,149.32,32.75,1.0344827,4.38,169.96,113.79,16676145923.0,1097295000.0,2.7614057,6.53,16.676145923,1.097295,15.197504702928564,36.745593733309626,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,1.0,0.7611940298507462,0.6716417910447762,0.7761194029850746,0.4626865671641791,0.3283582089552239,2.2201654418661367,-0.11538235883071025,0.11615120412872151,0.605382975216406,0,23.537245147466372,20.816113898222955,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CSCO,Cisco Systems,Information Technology,38.77,17.87,2.8755577,1.91,42.98,30.36,199425716482.0,15447000000.0,5.484418,3.07,199.425716482,15.447,12.91032022282644,33.35974643423133,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,none,0.34285714285714286,0.15714285714285714,0.5714285714285714,0.35714285714285715,0.8857142857142857,0.8857142857142857,-0.3832726357907264,-0.30806144819090125,-0.08202711248900298,-0.312685066088618,3,26.01870765548129,23.460680646743263,0,1,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
C,Citigroup Inc.,Financials,71.87,13.48,1.7068943,-3.1,80.7,56.14,192709302000.0,0.0,2.1857586,0.9,192.709302,0.0,13.333242399935546,35.95276872964168,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,none,0.27941176470588236,0.08823529411764706,0.39705882352941174,0.6323529411764706,0.9411764705882353,0.38235294117647056,-0.49299659235391796,-0.21960026958568243,-0.44979142884584516,0.0,3,25.984448683132143,0.0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CFG,Citizens Financial Group,Financials,42.19,16.04,1.9625335,3.27,48.23,31.51,22008050974.0,0.0,3.3917346,1.08,22.008050974,0.0,13.333242399935546,36.1244019138756,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.47058823529411764,0.17647058823529413,0.6617647058823529,0.6323529411764706,0.4264705882352941,0.5294117647058824,-0.1536362111724952,-0.21282686955491695,0.012872329009962845,0.0,2,23.814674176769202,0.0,1,1,0,0,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CTXS,Citrix Systems,Information Technology,84.53,20.37,0.0,-0.24,95.0,73.3346,13199167493.0,810268000.0,4.7538714,6.73,13.199167493,0.810268,16.289878772208702,48.32590212966294,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.4142857142857143,0.5714285714285714,0.5142857142857142,0.5571428571428572,0.21428571428571427,0.17142857142857143,-0.3197001493441159,-0.15839239120424742,-0.2656851560420085,-0.1422967682415283,1,23.303419595913464,20.51287561633896,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CME,CME Group Inc.,Financials,153.04,32.15,3.6828613,11.94,163.0,114.8176,54423298745.0,2851800000.0,14.881806,2.51,54.423298745,2.8518,19.0838413440634,20.67144849571629,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,none,0.9705882352941176,0.7647058823529411,1.0,0.22058823529411764,0.7941176470588235,0.9411764705882353,1.9819480625902874,-0.15901596931050227,4.4209530967495745,0.0,1,24.720058184892196,21.771216211162947,0,0,1,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CMS,CMS Energy,Utilities,41.77,21.42,3.3918407,1.99,50.85,41.07,11873960824.0,2099000000.0,2.4711676,2.65,11.873960824,2.099,5.656960849928537,92.84253578732104,Large-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,0.9285714285714286,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.32142857142857145,1.0693943017637708,0.5165950826350215,-0.08472600635702603,-0.03500208956742145,1,23.197613673564256,21.464726878261324,0,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False
KO,Coca-Cola Company (The),Consumer Staples,43.1,22.8,3.3213644,1.49,48.615,40.22,189855335601.0,8589000000.0,6.822138,8.65,189.855335601,8.589,22.10447497974153,65.69386539606907,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,none,0.6176470588235294,0.6470588235294118,0.9705882352941176,0.9411764705882353,0.9411764705882353,0.7941176470588235,0.11879278015134359,-0.26969850481304775,1.5723788922258888,0.8524779904002249,0,25.969528227532702,22.873748151846925,0,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
CTSH,Cognizant Technology Solutions,Information Technology,75.16,22.44,1.0454783,2.54,79.28,54.76,45119684067.0,2946000000.0,3.9678397,3.94,45.119684067,2.946,15.315575039714869,16.80261011419251,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.4714285714285714,0.3142857142857143,0.4,0.5285714285714286,0.6571428571428571,0.5,-0.2670621305663224,-0.27248437726784425,-0.4632920495552261,-0.19141855504887179,3,24.532584442072693,21.803714155326293,1,0,1,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CL,Colgate-Palmolive,Consumer Staples,68.95,24.02,2.2801766,2.28,77.91,66.26,61616643498.0,4064000000.0,4.000737,205.0419999999998,61.616643498,4.064,15.161575663877953,76.9098712446352,Large-cap,2026-04-25T14:52:57.872278,1,2023.0,18.7,,rumoured,0.7647058823529411,0.9852941176470589,0.8235294117647058,0.8529411764705882,0.6764705882352942,0.4411764705882353,0.2919922360626874,3.4541445108491433,0.4488832505787275,0.15019812739092334,0,24.844197857664117,22.125433547468656,0,0,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
CMCSA,Comcast Corp.,Consumer Discretionary,38.19,18.54,1.8929017,4.74,44.0,34.78,186476996883.0,28675000000.0,2.1797748,2.65,186.476996883,28.675,6.503121077000872,63.01518438177878,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.4880952380952381,0.2976190476190476,0.6071428571428571,0.20238095238095238,0.9761904761904762,0.6428571428571429,-0.2113678413381872,-0.3185727212517372,-0.06664587378178279,0.0,3,25.951573727318586,24.079291499996717,0,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
CMA,Comerica Inc.,Financials,89.18,18.89,1.2823253,4.13,98.18,64.04,16274969256.0,0.0,4.905472,1.96,16.274969256,0.0,13.333242399935546,26.36203866432337,Large-cap,2026-04-25T14:52:57.872278,1,2023.0,13.0,,rumoured,0.6911764705882353,0.6470588235294118,0.8676470588235294,0.6323529411764706,0.3088235294117647,0.19117647058823528,0.224167338189636,-0.1797124694045079,0.593606467907321,0.0,0,23.512894136068446,0.0,0,0,1,0,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CAG,Conagra Brands,Consumer Staples,35.49,18.2,2.3683476,1.46,41.68,32.16,14379717835.0,1281200000.0,1.8294994,3.86,14.379717835,1.2812,11.223632403215737,65.02100840336131,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,unlabeled,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.4117647058823529,0.23529411764705882,0.5,-0.5342543486947077,-0.3605230192791254,-0.4157141535408722,-0.2481280081065894,4,23.389084567071833,20.971062976479796,1,1,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
CXO,Concho Resources,Energy,140.09,84.39,0.0,-11.04,162.91,106.73,22021882339.0,2151190000.0,12.271951,2.61,22.021882339,2.15119,10.23706987248918,40.6194375222499,Large-cap,2026-04-25T14:52:57.872278,1,2021.0,9.7,ConocoPhillips,completed,0.84375,0.65625,1.0,0.59375,0.53125,0.0625,0.6662743175613557,0.159437074667101,3.0878247592873085,-0.12346710554046526,0,23.815302447784557,21.48928701480474,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
COP,ConocoPhillips,Energy,53.24,72.93,2.049254,-0.65,61.315,42.265,65482462410.0,5328000000.0,2.0764177,2.16,65.48246241,5.328,12.290251953828829,42.38845144356954,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,19.75,,unlabeled,0.8125,0.46875,0.375,0.71875,0.90625,0.53125,0.4911895485472947,-0.24337959232817186,-0.5804082598688541,-0.030007949168486595,2,24.905048194285953,22.396241770372185,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
ED,Consolidated Edison,Utilities,74.73,18.64,3.8001595,4.1,89.7,72.63,23335777662.0,4288000000.0,2.960244,1.58,23.335777662,4.288,5.442112327891791,87.69771528998238,Large-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,0.6071428571428571,0.21428571428571427,0.6785714285714286,0.4642857142857143,0.7142857142857143,0.5714285714285714,0.41937358921268597,-0.5009715627131213,0.3761314509172681,-0.11204144638980901,2,23.873253541826745,22.17908626094812,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False
STZ,Constellation Brands,Consumer Staples,208.73,30.92,0.9712818,8.71,229.5,152.01,41697453163.0,3033300000.0,5.145596,5.14,41.697453163,3.0333,13.746564191804303,26.803458510775595,Large-cap,2026-04-25T14:52:57.872278,1,2023.0,18.7,,rumoured,0.9117647058823529,0.4411764705882353,0.9411764705882353,0.7058823529411765,0.6176470588235294,0.058823529411764705,1.2715629293317643,-0.3362525853508207,0.9047716892659357,0.007068576240163319,1,24.453705888682165,21.83291697305941,0,0,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
GLW,Corning Inc.,Information Technology,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346.0,2970000000.0,2.544682,1.71,25.759280346,2.97,8.673158365656565,75.65415244596132,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.2642857142857143,0.05714285714285714,0.2,0.15714285714285714,0.4857142857142857,0.7571428571428571,-0.41938180809240116,-0.3636761797487836,-0.8210712231895917,-0.5263114276374522,4,23.97206080095226,21.81182779009772,1,1,0,1,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
COST,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150.0,80439804508.0,5679000000.0,0.61203885,7.24,80.439804508,5.679,14.164431151259024,42.642341619887695,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,none,0.8823529411764706,0.5588235294117647,0.14705882352941177,0.7647058823529411,0.7941176470588235,0.08823529411764706,1.2389105728894618,-0.2964339046871959,-0.9005128836052467,0.049336156063978315,1,25.110774971576898,22.460040998017796,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
COTY,"Coty, Inc",Consumer Staples,19.96,24.64,2.860412,-0.63,21.175,14.24,13101112504.0,211400000.0,2.0061796,1.37,13.101112504,0.2114,61.973096045411545,17.51982696467195,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,unlabeled,0.8235294117647058,0.08823529411764706,0.35294117647058826,1.0,0.11764705882352941,0.7058823529411765,0.38001163168976404,-0.40773659778028054,-0.3453592360139597,4.885221152380806,2,23.295962987593477,19.16926263613078,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
CCI,Crown Castle International Corp.,Real Estate,103.81,21.45,3.862069,1.02,114.97,86.93,44183023189.0,2292600000.0,10.125291,3.54,44.183023189,2.2926,19.272015697897583,39.80028530670471,Large-cap,2026-04-25T14:52:57.872278,0,2024.0,28.0,,none,0.9090909090909091,0.6666666666666666,0.48484848484848486,0.8787878787878788,0.9393939393939394,0.5757575757575758,-0.03139208296790325,-0.15943116099060206,0.04546133693538311,0.0,1,24.511606461524348,21.55295238208137,0,1,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CSRA,CSRA Inc.,Information Technology,30.85,15.12,1.275917,1.83,33.79,27.38,5134501276.0,543000000.0,1.3324839,11.37,5.134501276,0.543,9.455803454880296,45.8658346333853,Mid-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.21428571428571427,0.8,0.07142857142857142,0.21428571428571427,0.014285714285714285,0.5714285714285714,-0.453202370881998,0.03135198705205688,-1.1258155494853692,-0.48685255671610345,3,22.3592485533123,20.11261987973983,1,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
CSX,CSX Corp.,Industrials,50.47,21.94,1.5102888,6.07,60.04,45.41,47340511707.0,5003000000.0,4.216355,4.27,47.340511707,5.003,9.46242488646812,65.41353383458646,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.5223880597014925,0.4626865671641791,0.8507462686567164,0.29850746268656714,0.7761194029850746,0.5373134328358209,0.08790810615427484,-0.2117645333446737,1.0150332088507563,-0.3351355545630795,2,24.5806322501838,22.333303569652358,1,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CMI,Cummins Inc.,Industrials,165.73,16.83,2.5008683,8.23,194.18,143.8301,28669230787.0,2924000000.0,1.9406168,3.89,28.669230787,2.924,9.804798490766071,56.50458094256396,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.16417910447761194,0.417910447761194,0.43283582089552236,0.3283582089552239,0.6567164179104478,0.8955223880597015,-0.9200322255282065,-0.22797038569657901,-0.3909402607667178,-0.27898834663313854,4,24.07909028662477,21.79621837917594,1,1,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CVS,CVS Health,Consumer Staples,70.55,12.36,2.6899798,4.91,84.0,66.45,75323141722.0,11704000000.0,0.549852,2.13,75.323141722,11.704,6.435675130041012,76.63817663817667,Large-cap,2026-04-25T14:52:57.872278,0,2022.0,18.7,,none,0.029411764705882353,0.17647058823529413,0.08823529411764706,0.11764705882352941,0.7647058823529411,0.6470588235294118,-1.3633402687949117,-0.3933260276353497,-0.9252759906370956,-0.7324337462319735,4,25.045053251535663,23.183196500749677,0,1,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
DHI,D. R. Horton,Consumer Discretionary,44.55,16.32,1.0801469,2.73,53.32,29.3716,17390873686.0,1691000000.0,1.1931022,2.17,17.390873686,1.691,10.28437237492608,36.62040052780146,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.40476190476190477,0.20238095238095238,0.23809523809523808,0.4880952380952381,0.5595238095238095,0.39285714285714285,-0.29266967111523173,-0.331207159439036,-0.7401661572004634,0.0,4,23.579211404821134,21.24858590745422,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
DHR,Danaher Corp.,Health Care,92.16,22.87,0.5879265,3.53,104.82,78.97,66351150000.0,4339800000.0,3.688278,2.65,66.35115,4.3398,15.288987971795937,48.97485493230174,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,none,0.7049180327868853,0.20491803278688525,0.39344262295081966,0.47540983606557374,0.7704918032786885,0.5081967213114754,-0.027260604334677283,-0.25033734758421045,-0.29783300136055063,0.0,3,24.918226929918056,22.19109410127799,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
DRI,Darden Restaurants,Consumer Discretionary,91.33,22.72,2.6503997,3.81,100.11,71.7,11745595320.0,997600000.0,1.5278828,5.89,11.74559532,0.9976,11.773852566158782,30.904611052446327,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,unlabeled,0.6904761904761905,0.6904761904761905,0.32142857142857145,0.6547619047619048,0.35714285714285715,0.8095238095238095,-0.058286017703932075,-0.23329026348747045,-0.5116389592271176,0.0,1,23.186744140958773,20.720862953332507,0,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
DVA,DaVita Inc.,Health Care,71.91,20.55,0.0,4.3,80.71,52.51,13685178000.0,2252294000.0,1.1451397,2.79,13.685178,2.252294,6.076106405291672,31.20567375886524,Large-cap,2026-04-25T14:52:57.872278,1,2023.0,63.0,,rumoured,0.5409836065573771,0.2786885245901639,0.19672131147540983,0.13114754098360656,0.21311475409836064,0.21311475409836064,-0.1133660650561998,-0.24475148684771064,-0.9643594857885973,0.0,3,23.33957918636944,21.535215089768524,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
DE,Deere & Co.,Industrials,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646.0,4053300000.0,2.3746448,5.31,52.186628646,4.0533,12.875096500629118,28.05027590435317,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,none,0.6194029850746269,0.6194029850746269,0.6119402985074627,0.5970149253731343,0.7910447761194029,0.5223880597014925,0.3246064227920393,-0.16741167427630116,-0.12279348840461868,0.22452202508536293,0,24.678092142833666,22.12279720134501,0,0,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
DAL,Delta Air Lines Inc.,Industrials,51.23,10.37,2.2655525,4.94,60.79,43.81,38393603535.0,8348000000.0,0.91792434,2.67,38.393603535,8.348,4.599137941423096,56.301531213192014,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.05970149253731343,0.208955223880597,0.08955223880597014,0.05970149253731343,0.7313432835820896,0.8507462686567164,-2.194258163428172,-0.27999970114216993,-1.022769733215627,-1.1326853069347012,4,24.37115670808167,22.845287826281155,1,1,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
XRAY,Dentsply Sirona,Health Care,56.85,22.65,0.60034305,1.99,68.98,52.535,13390513478.0,-411100000.0,4.626262,1.8,13.390513478,-0.4111,-25.20615748198214,73.76102158710852,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.6885245901639344,0.06557377049180328,0.5245901639344263,0.02459016393442623,0.18032786885245902,0.5245901639344263,-0.035425777334132096,-0.28425150205581634,-0.05199848344630401,0.0,2,23.317812343860457,0.0,1,0,0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
DVN,Devon Energy Corp.,Energy,34.94,23.93,0.6528836,-6.89,47.25,28.7947,19317380000.0,3723000000.0,2.0660408,2.85,19.31738,3.723,5.188659683051303,66.70170628491545,Large-cap,2026-04-25T14:52:57.872278,1,2021.0,5.7,WPX merger,completed,0.46875,0.75,0.34375,0.1875,0.46875,0.3125,-0.2574277011637871,0.3742726303979135,-0.5841417464944612,-0.35326657710838105,3,23.684271045820534,22.037795632105592,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
DLR,Digital Realty Trust Inc,Real Estate,98.96,16.55,3.5710857,2.19,127.23,101.101,21400952517.0,1260662000.0,12.434961,2.32,21.400952517,1.260662,16.975963832494354,108.19396073328488,Large-cap,2026-04-25T14:52:57.872278,0,2024.0,28.0,,unlabeled,0.5151515151515151,0.5151515151515151,0.7272727272727273,0.7575757575757576,0.7575757575757576,0.36363636363636365,-0.1838275128751093,-0.23834311748779455,0.6056608318105977,0.0,0,23.786701268170585,20.95490281755584,0,1,0,1,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False
